u,i,ts,label,idx
759,975,878914968.0,1,19090
759,1265,878914968.0,1,19091
759,1301,878914968.0,1,19092
759,1274,878914968.0,1,19093
759,1057,878915015.0,1,19094
759,1291,878915015.0,1,19095
759,1444,878915015.0,1,19096
759,1143,878915015.0,1,19097
759,1122,878915015.0,1,19098
759,1198,878915063.0,1,19099
759,968,878915559.0,1,19100
759,1273,878915559.0,1,19101
759,1562,878915559.0,1,19102
759,1461,878915559.0,1,19103
759,1065,878915600.0,1,19104
759,1544,878915600.0,1,19105
759,1135,878915600.0,1,19106
759,1035,878915600.0,1,19107
759,1113,878915628.0,1,19108
759,1118,878915628.0,1,19109
759,1002,878915628.0,1,19110
759,1281,878915692.0,1,19111
759,1165,878915692.0,1,19112
759,1601,878915692.0,1,19113
759,966,878915722.0,1,19114
759,1299,878915722.0,1,19115
759,1415,878915765.0,1,19116
759,1518,878915765.0,1,19117
759,1809,878915765.0,1,19118
759,1424,878915765.0,1,19119
759,1848,878915766.0,1,19120
759,1285,878915958.0,1,19121
759,1033,878915958.0,1,19122
759,1679,878915958.0,1,19123
759,1340,878915958.0,1,19124
759,993,878915958.0,1,19125
759,1382,878915958.0,1,19126
759,1179,878915958.0,1,19127
631,1376,878916178.0,1,19128
759,1343,878917384.0,1,19129
759,1426,878917384.0,1,19130
759,1078,878917433.0,1,19131
759,1684,878917467.0,1,19132
759,1511,878917468.0,1,19133
759,1367,878917468.0,1,19134
759,1839,878917818.0,1,19135
759,1094,878917850.0,1,19136
759,1909,878917850.0,1,19137
759,1857,878917877.0,1,19138
759,1637,878917877.0,1,19139
759,991,878917877.0,1,19140
759,1377,878918213.0,1,19141
759,1046,878918213.0,1,19142
759,1037,878918213.0,1,19143
759,983,878918332.0,1,19144
759,1062,878918332.0,1,19145
759,1092,878918332.0,1,19146
759,1000,878918332.0,1,19147
759,1173,878918333.0,1,19148
759,2049,878918333.0,1,19149
759,1217,878918360.0,1,19150
759,1056,878918360.0,1,19151
759,1406,878918360.0,1,19152
759,956,878918406.0,1,19153
759,978,878918406.0,1,19154
759,977,878918486.0,1,19155
759,1621,878918486.0,1,19156
759,1241,878918486.0,1,19157
759,1246,878918712.0,1,19158
759,1386,878918712.0,1,19159
759,1170,878918871.0,1,19160
759,1796,878918871.0,1,19161
759,1027,878918871.0,1,19162
759,1666,878918908.0,1,19163
759,2038,878918933.0,1,19164
759,1169,878918933.0,1,19165
759,1788,878918960.0,1,19166
759,1535,878918960.0,1,19167
759,1045,878919019.0,1,19168
759,1491,878919019.0,1,19169
759,1311,878919055.0,1,19170
759,964,878919055.0,1,19171
759,1008,878919055.0,1,19172
759,1524,878919055.0,1,19173
759,1355,878919083.0,1,19174
759,1100,878919083.0,1,19175
759,1127,878919083.0,1,19176
759,1255,878919116.0,1,19177
759,1160,878919116.0,1,19178
759,1184,878919116.0,1,19179
759,1716,878919116.0,1,19180
759,1376,878919116.0,1,19181
759,1021,878919153.0,1,19182
759,1264,878919153.0,1,19183
759,1966,878919153.0,1,19184
759,1500,878919180.0,1,19185
759,1025,878919180.0,1,19186
759,1055,878919180.0,1,19187
759,997,878919206.0,1,19188
759,1270,878919206.0,1,19189
759,1310,878919206.0,1,19190
759,1133,878920656.0,1,19191
759,1206,878920656.0,1,19192
759,1044,878920656.0,1,19193
759,1019,878920895.0,1,19194
759,1404,878920895.0,1,19195
759,1243,878921529.0,1,19196
759,1488,878921530.0,1,19197
759,1308,878921584.0,1,19198
759,1352,878921853.0,1,19199
759,1082,878922422.0,1,19200
759,1036,878922829.0,1,19201
759,1030,878922982.0,1,19202
759,994,878922982.0,1,19203
759,1693,878922982.0,1,19204
759,973,878923288.0,1,19205
759,1418,878923288.0,1,19206
759,1496,878923322.0,1,19207
759,1484,878923433.0,1,19208
759,1550,878923433.0,1,19209
759,2298,878923456.0,1,19210
759,1047,878923488.0,1,19211
759,1627,878923488.0,1,19212
759,1028,878923488.0,1,19213
759,1486,878923513.0,1,19214
759,1362,878923513.0,1,19215
759,1164,878923609.0,1,19216
842,1469,878938792.0,1,19217
842,1725,878938855.0,1,19218
842,1211,878938855.0,1,19219
842,1376,878938897.0,1,19220
842,1041,878938922.0,1,19221
842,1080,878938982.0,1,19222
842,1142,878938982.0,1,19223
842,1351,878938982.0,1,19224
842,1284,878938982.0,1,19225
842,1586,878939153.0,1,19226
842,1648,878939266.0,1,19227
842,1950,878939266.0,1,19228
842,1861,878939266.0,1,19229
842,1357,878939309.0,1,19230
842,1120,878939327.0,1,19231
842,1600,878939349.0,1,19232
842,1411,878939349.0,1,19233
842,1408,878939375.0,1,19234
842,1915,878939375.0,1,19235
842,1837,878939393.0,1,19236
842,1793,878939451.0,1,19237
842,1305,878939503.0,1,19238
842,970,878939503.0,1,19239
842,1601,878939536.0,1,19240
842,973,878939645.0,1,19241
842,2159,878939645.0,1,19242
842,1281,878939700.0,1,19243
842,1182,878939700.0,1,19244
842,1995,878939803.0,1,19245
842,1105,878939803.0,1,19246
842,997,878939839.0,1,19247
842,1173,878939876.0,1,19248
842,980,878939876.0,1,19249
842,1311,878939912.0,1,19250
842,1191,878939912.0,1,19251
842,1515,878939945.0,1,19252
842,1273,878939975.0,1,19253
842,1160,878939975.0,1,19254
842,1338,878940013.0,1,19255
842,1424,878940013.0,1,19256
842,1631,878940013.0,1,19257
842,1022,878940039.0,1,19258
842,975,878940067.0,1,19259
842,2051,878940132.0,1,19260
842,1179,878940161.0,1,19261
842,1169,878940161.0,1,19262
842,1563,878940189.0,1,19263
842,1170,878940189.0,1,19264
842,966,878940189.0,1,19265
842,1155,878940254.0,1,19266
842,1123,878940255.0,1,19267
842,1046,878940301.0,1,19268
842,1056,878940301.0,1,19269
842,1200,878940332.0,1,19270
842,1265,878940332.0,1,19271
842,1161,878940332.0,1,19272
842,1110,878940356.0,1,19273
842,1286,878940383.0,1,19274
842,1126,878940383.0,1,19275
842,1386,878940383.0,1,19276
842,1069,878940405.0,1,19277
842,1684,878940463.0,1,19278
842,1176,878940463.0,1,19279
842,1607,878940485.0,1,19280
842,1310,878940510.0,1,19281
842,1406,878940531.0,1,19282
842,1291,878940584.0,1,19283
842,1367,878940584.0,1,19284
842,1638,878940584.0,1,19285
842,2034,878940618.0,1,19286
842,1005,878940618.0,1,19287
842,1198,878940652.0,1,19288
842,1253,878940653.0,1,19289
842,1501,878940688.0,1,19290
842,1289,878940732.0,1,19291
842,1593,878940732.0,1,19292
842,1055,878940732.0,1,19293
842,1545,878940732.0,1,19294
842,1057,878940756.0,1,19295
842,2404,878940757.0,1,19296
842,1984,878940782.0,1,19297
842,1827,878940783.0,1,19298
842,1642,878940805.0,1,19299
842,1400,878940830.0,1,19300
842,2331,878940830.0,1,19301
842,1065,878940855.0,1,19302
842,1960,878940890.0,1,19303
842,1457,878940890.0,1,19304
842,1494,878940954.0,1,19305
842,1043,878940954.0,1,19306
842,2376,878941005.0,1,19307
842,1766,878941005.0,1,19308
842,1079,878941027.0,1,19309
842,1164,878941027.0,1,19310
842,1094,878941056.0,1,19311
842,1333,878941082.0,1,19312
842,1162,878941144.0,1,19313
842,1062,878941144.0,1,19314
842,1045,878941168.0,1,19315
842,1329,878941168.0,1,19316
842,977,878941168.0,1,19317
842,1260,878941370.0,1,19318
842,1255,878941398.0,1,19319
842,1235,878941398.0,1,19320
842,1116,878941421.0,1,19321
842,1145,878941442.0,1,19322
842,1175,878941466.0,1,19323
842,1165,878941496.0,1,19324
842,1964,878941520.0,1,19325
842,1054,878941539.0,1,19326
842,949,878941562.0,1,19327
842,1100,878941588.0,1,19328
842,1368,878941588.0,1,19329
224,1004,878944379.0,1,19330
224,1512,878944379.0,1,19331
224,1039,878944379.0,1,19332
224,1101,878944379.0,1,19333
224,1119,878944406.0,1,19334
224,1612,878944437.0,1,19335
224,1596,878944464.0,1,19336
224,1320,878944491.0,1,19337
224,1428,878944543.0,1,19338
224,1301,878944679.0,1,19339
224,1033,878944679.0,1,19340
224,1315,878944679.0,1,19341
224,1084,878945264.0,1,19342
224,1308,878945322.0,1,19343
224,996,878945365.0,1,19344
224,993,878945404.0,1,19345
224,1446,878945404.0,1,19346
224,1284,878945404.0,1,19347
224,2058,878945437.0,1,19348
224,1639,878945437.0,1,19349
224,968,878945466.0,1,19350
224,1148,878945466.0,1,19351
224,1064,878945505.0,1,19352
224,1012,878945505.0,1,19353
224,1806,878945505.0,1,19354
224,1030,878945541.0,1,19355
224,1027,878945541.0,1,19356
224,1041,878945542.0,1,19357
224,1246,878945579.0,1,19358
224,1121,878945579.0,1,19359
224,1309,878945610.0,1,19360
224,1117,878945645.0,1,19361
224,1288,878945645.0,1,19362
224,1021,878945678.0,1,19363
224,1344,878945678.0,1,19364
224,967,878945711.0,1,19365
224,1496,878945711.0,1,19366
224,1068,878945763.0,1,19367
224,2011,878945763.0,1,19368
224,1591,878945788.0,1,19369
224,972,878945818.0,1,19370
224,1080,878945840.0,1,19371
224,1600,878945888.0,1,19372
224,969,878945918.0,1,19373
224,1978,878945918.0,1,19374
224,1475,878945918.0,1,19375
224,2050,878945939.0,1,19376
224,961,878945963.0,1,19377
224,1075,878946030.0,1,19378
224,1389,878946107.0,1,19379
224,1120,878946107.0,1,19380
224,1521,878946133.0,1,19381
224,1222,878946133.0,1,19382
224,1122,878946162.0,1,19383
224,1975,878946162.0,1,19384
224,1706,878946204.0,1,19385
224,1043,878946473.0,1,19386
224,1040,878946473.0,1,19387
224,1537,878946502.0,1,19388
224,975,878946536.0,1,19389
224,973,878946536.0,1,19390
224,1130,878946577.0,1,19391
224,1144,878946577.0,1,19392
224,1637,878946612.0,1,19393
224,1253,878946612.0,1,19394
224,1286,878946612.0,1,19395
224,1057,878946612.0,1,19396
224,1094,878946644.0,1,19397
224,1135,878946644.0,1,19398
224,1796,878946645.0,1,19399
224,977,878946677.0,1,19400
487,1233,878950353.0,1,19401
487,1101,878950353.0,1,19402
357,1209,878950923.0,1,19403
487,996,878950971.0,1,19404
487,968,878950971.0,1,19405
487,1002,878950971.0,1,19406
487,1587,878950972.0,1,19407
357,1039,878951101.0,1,19408
357,1101,878951101.0,1,19409
357,1804,878951101.0,1,19410
357,1157,878951101.0,1,19411
357,1904,878951101.0,1,19412
357,1061,878951101.0,1,19413
357,984,878951101.0,1,19414
357,1675,878951101.0,1,19415
357,995,878951101.0,1,19416
357,1119,878951101.0,1,19417
357,968,878951216.0,1,19418
357,1021,878951217.0,1,19419
357,1084,878951217.0,1,19420
357,1626,878951217.0,1,19421
487,1033,878951388.0,1,19422
357,1396,878951457.0,1,19423
357,1085,878951457.0,1,19424
357,1557,878951457.0,1,19425
357,956,878951498.0,1,19426
357,1064,878951498.0,1,19427
357,1102,878951498.0,1,19428
487,1609,878951532.0,1,19429
357,1153,878951537.0,1,19430
357,1172,878951537.0,1,19431
357,1331,878951537.0,1,19432
357,2058,878951576.0,1,19433
357,1347,878951576.0,1,19434
357,1315,878951615.0,1,19435
357,1117,878951616.0,1,19436
357,1041,878951616.0,1,19437
357,1544,878951616.0,1,19438
357,1186,878951616.0,1,19439
357,1848,878951653.0,1,19440
357,1353,878951653.0,1,19441
357,1344,878951653.0,1,19442
357,1350,878951691.0,1,19443
357,1308,878951691.0,1,19444
357,1125,878951691.0,1,19445
357,967,878951691.0,1,19446
357,1280,878951691.0,1,19447
487,1510,878951717.0,1,19448
357,1047,878951728.0,1,19449
357,969,878951729.0,1,19450
357,1140,878951729.0,1,19451
357,1496,878951784.0,1,19452
357,1080,878951784.0,1,19453
357,961,878951784.0,1,19454
357,1027,878951784.0,1,19455
357,1033,878951784.0,1,19456
357,1122,878951831.0,1,19457
357,1132,878951831.0,1,19458
357,1725,878951831.0,1,19459
357,1469,878951831.0,1,19460
357,1389,878951864.0,1,19461
357,1805,878951864.0,1,19462
357,2046,878951918.0,1,19463
357,1458,878951918.0,1,19464
357,1855,878951918.0,1,19465
357,1120,878951954.0,1,19466
357,1648,878951984.0,1,19467
357,1915,878952041.0,1,19468
357,1600,878952041.0,1,19469
357,1222,878952080.0,1,19470
357,1467,878952080.0,1,19471
357,1715,878952080.0,1,19472
357,1980,878952080.0,1,19473
357,1242,878952137.0,1,19474
357,1475,878952166.0,1,19475
357,1718,878952190.0,1,19476
357,1451,878952222.0,1,19477
357,1431,878952265.0,1,19478
357,1837,878952265.0,1,19479
357,1460,878952287.0,1,19480
357,1408,878952288.0,1,19481
357,1962,878952341.0,1,19482
357,1276,878952341.0,1,19483
357,1790,878952341.0,1,19484
357,1499,878952342.0,1,19485
487,1446,878952471.0,1,19486
487,954,878952519.0,1,19487
487,1047,878952582.0,1,19488
487,1544,878952582.0,1,19489
487,972,878952636.0,1,19490
487,1347,878952692.0,1,19491
487,1249,878952837.0,1,19492
487,1326,878952866.0,1,19493
487,1080,878952966.0,1,19494
487,1003,878952993.0,1,19495
487,1021,878953019.0,1,19496
487,1725,878953090.0,1,19497
487,961,878953129.0,1,19498
487,1651,878953199.0,1,19499
487,1302,878953277.0,1,19500
487,1020,878953485.0,1,19501
487,1301,878953485.0,1,19502
487,956,878953485.0,1,19503
487,1126,878953485.0,1,19504
487,1418,878953592.0,1,19505
487,1517,878953592.0,1,19506
487,1197,878953592.0,1,19507
487,1402,878953593.0,1,19508
487,1572,878953593.0,1,19509
487,1152,878953693.0,1,19510
487,1244,878953751.0,1,19511
487,1562,878953751.0,1,19512
487,1217,878953815.0,1,19513
487,1022,878953862.0,1,19514
487,1241,878953999.0,1,19515
487,1515,878954086.0,1,19516
487,966,878954228.0,1,19517
487,1056,878954753.0,1,19518
104,1125,878955115.0,1,19519
104,1376,878955139.0,1,19520
104,2203,878955164.0,1,19521
104,1350,878955164.0,1,19522
104,961,878955188.0,1,19523
104,1148,878955295.0,1,19524
104,1496,878955295.0,1,19525
104,1075,878955319.0,1,19526
104,1404,878955372.0,1,19527
104,973,878955373.0,1,19528
104,1241,878955409.0,1,19529
104,1105,878955442.0,1,19530
104,1265,878955442.0,1,19531
104,976,878955442.0,1,19532
104,1482,878955442.0,1,19533
104,1613,878955442.0,1,19534
104,1960,878955474.0,1,19535
104,1295,878955474.0,1,19536
104,1832,878955474.0,1,19537
104,1674,878955474.0,1,19538
104,1206,878955474.0,1,19539
104,1305,878955501.0,1,19540
104,1684,878955501.0,1,19541
104,1386,878955533.0,1,19542
104,1144,878955533.0,1,19543
104,1647,878955533.0,1,19544
104,1069,878955534.0,1,19545
104,1135,878955534.0,1,19546
104,1333,878955564.0,1,19547
104,1457,878955598.0,1,19548
104,975,878955598.0,1,19549
104,980,878955599.0,1,19550
104,1232,878955599.0,1,19551
104,949,878955635.0,1,19552
104,1273,878955635.0,1,19553
104,1160,878955635.0,1,19554
104,1614,878955680.0,1,19555
104,1343,878955680.0,1,19556
104,1183,878955680.0,1,19557
104,1627,878955680.0,1,19558
104,1217,878955707.0,1,19559
104,1000,878955766.0,1,19560
104,1300,878955766.0,1,19561
104,978,878955766.0,1,19562
104,1367,878955766.0,1,19563
104,1139,878955816.0,1,19564
104,1114,878955848.0,1,19565
104,1184,878955848.0,1,19566
104,1382,878955848.0,1,19567
104,1045,878955848.0,1,19568
104,1118,878955848.0,1,19569
104,1081,878955885.0,1,19570
104,1047,878955886.0,1,19571
104,1800,878955886.0,1,19572
104,1091,878955914.0,1,19573
104,1267,878955915.0,1,19574
104,1145,878955941.0,1,19575
104,1164,878955973.0,1,19576
104,1020,878955973.0,1,19577
104,1472,878955973.0,1,19578
104,1745,878956000.0,1,19579
104,1219,878956000.0,1,19580
104,1453,878956000.0,1,19581
104,1303,878956022.0,1,19582
104,966,878956047.0,1,19583
104,1515,878956047.0,1,19584
104,994,878956047.0,1,19585
104,1338,878956074.0,1,19586
104,1155,878956074.0,1,19587
104,1057,878956100.0,1,19588
104,1062,878956101.0,1,19589
104,1032,878956101.0,1,19590
104,1130,878956129.0,1,19591
104,1191,878956130.0,1,19592
104,1052,878956130.0,1,19593
104,1173,878956156.0,1,19594
104,1056,878956156.0,1,19595
104,1100,878956263.0,1,19596
104,1044,878956263.0,1,19597
104,1867,878956263.0,1,19598
104,1678,878956263.0,1,19599
104,1264,878956299.0,1,19600
104,1375,878956300.0,1,19601
104,1094,878956300.0,1,19602
104,1511,878956300.0,1,19603
104,1255,878956338.0,1,19604
104,1808,878956338.0,1,19605
36,1233,878961173.0,1,19606
36,1512,878961173.0,1,19607
36,1004,878961173.0,1,19608
36,1039,878961173.0,1,19609
36,992,878961173.0,1,19610
36,1042,878961227.0,1,19611
36,1596,878961227.0,1,19612
36,1224,878961227.0,1,19613
36,1904,878961270.0,1,19614
36,1348,878961303.0,1,19615
36,1088,878961304.0,1,19616
36,1304,878961332.0,1,19617
36,1119,878961368.0,1,19618
36,1218,878961369.0,1,19619
36,1061,878961369.0,1,19620
36,1737,878961474.0,1,19621
36,1403,878961474.0,1,19622
36,2047,878961474.0,1,19623
36,945,878961511.0,1,19624
36,1435,878961511.0,1,19625
36,1016,878961511.0,1,19626
36,1552,878961511.0,1,19627
36,1212,878961542.0,1,19628
36,1320,878961542.0,1,19629
36,1290,878961542.0,1,19630
36,1526,878961585.0,1,19631
36,1287,878961586.0,1,19632
36,984,878961586.0,1,19633
36,1538,878961586.0,1,19634
36,1189,878961586.0,1,19635
36,1195,878961623.0,1,19636
36,1644,878961623.0,1,19637
36,1758,878961623.0,1,19638
36,1514,878961623.0,1,19639
36,1060,878961624.0,1,19640
36,1131,878961668.0,1,19641
36,1941,878961668.0,1,19642
36,1959,878961668.0,1,19643
36,1869,878961668.0,1,19644
36,1428,878961668.0,1,19645
36,2365,878961668.0,1,19646
36,1283,878961668.0,1,19647
36,1872,878961668.0,1,19648
36,1795,878961668.0,1,19649
36,1335,878961709.0,1,19650
36,1223,878961709.0,1,19651
36,1874,878961709.0,1,19652
36,1939,878961709.0,1,19653
36,1101,878961709.0,1,19654
36,1657,878961709.0,1,19655
36,1899,878961709.0,1,19656
36,1967,878961709.0,1,19657
36,1804,878961709.0,1,19658
36,1571,878961709.0,1,19659
36,1564,878961748.0,1,19660
36,1157,878961749.0,1,19661
36,1680,878961749.0,1,19662
36,1807,878961749.0,1,19663
36,2308,878961749.0,1,19664
36,1083,878961749.0,1,19665
36,1187,878961749.0,1,19666
36,1529,878961749.0,1,19667
36,987,878961780.0,1,19668
36,2169,878961780.0,1,19669
36,1192,878961781.0,1,19670
36,1463,878961781.0,1,19671
36,2173,878961781.0,1,19672
36,1209,878961781.0,1,19673
36,1835,878961781.0,1,19674
36,2410,878961781.0,1,19675
36,1888,878961781.0,1,19676
36,1364,878961781.0,1,19677
36,1167,878961814.0,1,19678
36,1275,878961814.0,1,19679
36,1441,878961814.0,1,19680
36,1759,878961814.0,1,19681
36,1612,878961814.0,1,19682
36,1946,878961814.0,1,19683
36,1971,878961814.0,1,19684
36,995,878961814.0,1,19685
36,944,878961814.0,1,19686
36,1675,878961814.0,1,19687
36,2336,878961847.0,1,19688
36,1615,878961847.0,1,19689
36,1782,878961847.0,1,19690
36,1847,878961847.0,1,19691
36,1943,878961847.0,1,19692
36,1843,878961847.0,1,19693
36,1894,878962005.0,1,19694
36,2349,878962005.0,1,19695
36,1115,878962005.0,1,19696
36,1324,878962006.0,1,19697
36,1768,878962006.0,1,19698
36,1048,878962006.0,1,19699
36,1410,878962006.0,1,19700
36,1522,878962006.0,1,19701
36,2205,878962006.0,1,19702
36,2187,878962006.0,1,19703
36,2192,878962051.0,1,19704
36,1997,878962052.0,1,19705
36,2084,878962052.0,1,19706
36,2148,878962052.0,1,19707
36,2165,878962052.0,1,19708
36,2208,878962052.0,1,19709
36,1466,878962052.0,1,19710
36,2273,878962052.0,1,19711
36,2363,878962052.0,1,19712
36,2396,878962052.0,1,19713
36,1703,878962086.0,1,19714
36,1862,878962086.0,1,19715
36,1597,878962086.0,1,19716
36,1207,878962086.0,1,19717
36,2183,878962086.0,1,19718
36,2368,878962086.0,1,19719
36,2444,878962086.0,1,19720
36,2254,878962086.0,1,19721
36,2512,878962086.0,1,19722
36,2325,878962086.0,1,19723
36,2114,878962119.0,1,19724
36,2240,878962119.0,1,19725
36,2318,878962119.0,1,19726
36,2383,878962119.0,1,19727
36,1581,878962119.0,1,19728
36,2493,878962119.0,1,19729
36,2338,878962120.0,1,19730
36,2480,878962120.0,1,19731
36,1594,878962120.0,1,19732
36,2476,878962120.0,1,19733
36,1732,878962168.0,1,19734
36,1969,878962168.0,1,19735
36,2229,878962168.0,1,19736
36,2271,878962168.0,1,19737
36,2359,878962168.0,1,19738
36,2508,878962168.0,1,19739
36,2323,878962168.0,1,19740
36,2573,878962168.0,1,19741
36,2098,878962169.0,1,19742
36,2608,878962169.0,1,19743
36,2243,878962199.0,1,19744
36,2294,878962199.0,1,19745
36,1789,878962200.0,1,19746
36,2029,878962200.0,1,19747
36,2304,878962200.0,1,19748
36,2403,878962200.0,1,19749
36,2511,878962200.0,1,19750
36,2230,878962200.0,1,19751
36,2596,878962200.0,1,19752
36,2143,878962200.0,1,19753
36,1568,878962240.0,1,19754
36,2091,878962240.0,1,19755
36,2263,878962240.0,1,19756
36,2306,878962240.0,1,19757
36,1578,878962240.0,1,19758
36,2275,878962240.0,1,19759
36,2473,878962240.0,1,19760
36,1956,878962240.0,1,19761
36,2569,878962240.0,1,19762
36,2609,878962240.0,1,19763
36,1549,878962278.0,1,19764
36,2381,878962278.0,1,19765
36,1815,878962279.0,1,19766
36,2090,878962279.0,1,19767
36,2122,878962279.0,1,19768
36,2364,878962279.0,1,19769
36,1166,878962279.0,1,19770
36,1445,878962279.0,1,19771
36,2040,878962279.0,1,19772
36,2416,878962279.0,1,19773
36,1425,878962349.0,1,19774
36,2081,878962349.0,1,19775
36,2097,878962349.0,1,19776
36,2037,878962349.0,1,19777
36,2238,878962349.0,1,19778
36,1395,878962349.0,1,19779
36,1940,878962349.0,1,19780
36,2472,878962349.0,1,19781
36,2020,878962350.0,1,19782
36,2140,878962350.0,1,19783
36,1850,878962391.0,1,19784
36,2227,878962391.0,1,19785
36,1120,878962392.0,1,19786
36,1077,878962392.0,1,19787
36,968,878962392.0,1,19788
36,1587,878962392.0,1,19789
36,1583,878962392.0,1,19790
36,2013,878962392.0,1,19791
36,1806,878962392.0,1,19792
36,989,878962392.0,1,19793
36,1769,878962464.0,1,19794
36,1824,878962464.0,1,19795
36,1873,878962464.0,1,19796
36,1214,878962464.0,1,19797
36,1539,878962465.0,1,19798
36,1315,878962465.0,1,19799
36,1376,878962465.0,1,19800
36,2203,878962465.0,1,19801
36,1092,878962465.0,1,19802
36,1474,878962465.0,1,19803
36,2149,878962496.0,1,19804
36,2130,878962496.0,1,19805
36,1231,878962496.0,1,19806
36,2198,878962496.0,1,19807
36,2276,878962496.0,1,19808
36,1733,878962496.0,1,19809
36,2310,878962496.0,1,19810
36,1618,878962496.0,1,19811
36,2378,878962496.0,1,19812
36,2050,878962496.0,1,19813
36,1124,878962550.0,1,19814
36,1817,878962550.0,1,19815
36,1210,878962550.0,1,19816
36,2151,878962550.0,1,19817
36,1848,878962550.0,1,19818
36,1507,878962550.0,1,19819
36,1007,878962550.0,1,19820
36,1937,878962550.0,1,19821
36,1609,878962550.0,1,19822
36,1541,878962550.0,1,19823
36,1385,878962585.0,1,19824
36,1331,878962585.0,1,19825
36,1900,878962585.0,1,19826
36,2011,878962586.0,1,19827
36,1706,878962586.0,1,19828
36,1720,878962586.0,1,19829
36,2333,878962586.0,1,19830
36,1837,878962586.0,1,19831
36,1451,878962586.0,1,19832
36,2118,878962586.0,1,19833
36,979,878962623.0,1,19834
36,1347,878962623.0,1,19835
36,1405,878962623.0,1,19836
36,1308,878962623.0,1,19837
36,2170,878962623.0,1,19838
36,1102,878962623.0,1,19839
36,2177,878962623.0,1,19840
36,1966,878962623.0,1,19841
36,2156,878962623.0,1,19842
36,1186,878962623.0,1,19843
36,1288,878962675.0,1,19844
36,1433,878962675.0,1,19845
36,2119,878962675.0,1,19846
36,1190,878962675.0,1,19847
36,1730,878962675.0,1,19848
36,1666,878962675.0,1,19849
36,1030,878962675.0,1,19850
36,1446,878962675.0,1,19851
36,1656,878962675.0,1,19852
36,1742,878962675.0,1,19853
36,1814,878962719.0,1,19854
36,2107,878962720.0,1,19855
36,2141,878962720.0,1,19856
36,2150,878962720.0,1,19857
36,1299,878962720.0,1,19858
36,2018,878962720.0,1,19859
36,1683,878962720.0,1,19860
36,1033,878962720.0,1,19861
36,1344,878962720.0,1,19862
36,961,878962720.0,1,19863
36,1709,878962773.0,1,19864
36,1478,878962773.0,1,19865
36,2478,878962773.0,1,19866
36,1427,878962774.0,1,19867
36,1203,878962774.0,1,19868
36,1027,878962774.0,1,19869
36,1353,878962774.0,1,19870
36,1225,878962774.0,1,19871
36,2058,878962774.0,1,19872
36,1085,878962774.0,1,19873
36,1639,878962816.0,1,19874
36,1496,878962816.0,1,19875
36,1012,878962816.0,1,19876
36,1246,878962816.0,1,19877
36,993,878962816.0,1,19878
36,1591,878962816.0,1,19879
36,1820,878962816.0,1,19880
36,1456,878962816.0,1,19881
36,1999,878962816.0,1,19882
36,2606,878962816.0,1,19883
36,1469,878962866.0,1,19884
36,1619,878962866.0,1,19885
36,1798,878962866.0,1,19886
36,1861,878962866.0,1,19887
36,1075,878962866.0,1,19888
36,2003,878962866.0,1,19889
36,1557,878962866.0,1,19890
36,1280,878962866.0,1,19891
36,1284,878962866.0,1,19892
36,1047,878962866.0,1,19893
36,1336,878962918.0,1,19894
36,1084,878962918.0,1,19895
36,1172,878962918.0,1,19896
36,1080,878962919.0,1,19897
36,1003,878962919.0,1,19898
36,1064,878962919.0,1,19899
36,956,878962919.0,1,19900
36,1725,878962919.0,1,19901
36,969,878962919.0,1,19902
36,1799,878962919.0,1,19903
36,1271,878962955.0,1,19904
36,1314,878962955.0,1,19905
36,2134,878962955.0,1,19906
36,1132,878962955.0,1,19907
36,1168,878962955.0,1,19908
36,1558,878962955.0,1,19909
36,967,878962955.0,1,19910
36,1142,878962955.0,1,19911
36,1718,878962955.0,1,19912
36,1211,878962955.0,1,19913
36,983,878962996.0,1,19914
36,1350,878962996.0,1,19915
36,1148,878962996.0,1,19916
36,1117,878962996.0,1,19917
36,1021,878962996.0,1,19918
36,1434,878962997.0,1,19919
36,2080,878962997.0,1,19920
36,1140,878962997.0,1,19921
36,1242,878962997.0,1,19922
36,1460,878962997.0,1,19923
36,1153,878963037.0,1,19924
36,1389,878963037.0,1,19925
36,1780,878963038.0,1,19926
36,1051,878963038.0,1,19927
36,1387,878963038.0,1,19928
36,2035,878963038.0,1,19929
36,1744,878963038.0,1,19930
36,1276,878963038.0,1,19931
36,1431,878963038.0,1,19932
36,1095,878963038.0,1,19933
36,1351,878963085.0,1,19934
36,2046,878963085.0,1,19935
36,1509,878963086.0,1,19936
36,1640,878963086.0,1,19937
36,2048,878963086.0,1,19938
36,2400,878963086.0,1,19939
36,2540,878963086.0,1,19940
36,1876,878963086.0,1,19941
36,1975,878963086.0,1,19942
36,1337,878963086.0,1,19943
36,1346,878963121.0,1,19944
36,2391,878963121.0,1,19945
36,1790,878963121.0,1,19946
36,1357,878963122.0,1,19947
36,1575,878963122.0,1,19948
36,2219,878963122.0,1,19949
36,1013,878963122.0,1,19950
36,2076,878963122.0,1,19951
36,1458,878963122.0,1,19952
36,1111,878963122.0,1,19953
36,1868,878963167.0,1,19954
36,1072,878963167.0,1,19955
36,1735,878963167.0,1,19956
36,1134,878963167.0,1,19957
36,1396,878963168.0,1,19958
36,1125,878963168.0,1,19959
36,1978,878963168.0,1,19960
36,1651,878963168.0,1,19961
36,2021,878963168.0,1,19962
36,1068,878963168.0,1,19963
36,1521,878963204.0,1,19964
36,1713,878963204.0,1,19965
36,1399,878963204.0,1,19966
36,1855,878963204.0,1,19967
